Date,GOOGL,FB,BIDU,LNKD,TWTR,ORCL,SAP,ADBE,IBM,MSFT,CSCO,T,VZ,NTT,WFC,JPM,BAC,C,BRK-B,AIG,HSBC,V,AXP,MA,GS,SCHW,DIS,CMCSA,TWX,BABA,TWC,WMT,COST,TGT,HD,PCLN,JNJ,NVS,PFE,MRK,GSK,BMY,GILD,AMGN,UNH,AET,CVS,AAPL,PG,UN,UL,TM,HMC,F,GM,KO,PEP,BUD,ABEV
2015-05-07,542.039978,78.43,193.630005,201.410004,37.709999,43.48,75.309998,74.730003,170.990005,46.700001,28.809999,33.369999,49.73,34.060001,54.810001,64.50,16.24,53.310001,145.309998,58.970001,48.18,66.580002,78.43,92.050003,197.389999,31.17,109.260002,57.919998,83.68,86.00,155.119995,78.029999,144.559998,80.110001,110.040001,1213.48999,99.660004,101.57,33.580002,60.299999,44.220001,65.050003,101.790001,157.899994,114.760002,107.889999,99.360001,125.260002,80.199997,42.93,43.25,137.919998,34.209999,15.51,34.880001,40.700001,95.150002,119.690002,6.48
2015-05-06,535.080017,78.099998,190.050003,200.220001,37.259998,43.259998,74.720001,74.480003,170.050003,46.279999,28.969999,33.380001,49.639999,33.75,54.919998,63.919998,16.290001,52.82,143.779999,58.150002,48.25,65.669998,77.849998,90.57,196.25,31.02,109.720001,57.66,83.629997,80.00,155.350006,77.650002,144.770004,79.120003,108.309998,1264.150024,99.169998,101.629997,33.459999,60.259998,46.02,64.669998,102.269997,158.949997,113.489998,107.370003,98.870003,125.010002,80.400002,42.939999,43.099998,137.160004,33.82,15.48,34.77,40.66,95.480003,119.879997,6.45
2015-05-05,543.039978,77.559998,194.740005,199.830002,37.419998,43.919998,74.470001,75.00,173.080002,47.599998,28.889999,33.720001,50.09,33.810001,55.720001,64.400002,16.35,53.349998,144.559998,58.00,47.57,65.959999,77.839996,90.779999,197.289993,31.26,110.809998,57.98,84.449997,79.540001,156.649994,78.129997,144.50,78.970001,108.059998,1263.319946,99.50,102.169998,34.119999,60.490002,45.599998,65.029999,102.989998,159.440002,113.370003,107.199997,98.739998,125.800003,80.07,42.849998,43.00,137.550003,33.75,15.53,35.009998,40.75,95.419998,117.199997,6.39
2015-05-04,552.840027,78.809998,203.699997,203.419998,37.880001,44.59,76.209999,75.849998,173.970001,48.240002,29.17,34.529999,50.52,34.279999,55.73,64.720001,16.440001,54.169998,146.149994,58.200001,49.099998,65.580002,78.279999,91.18,199.300003,31.379999,111.029999,58.779999,85.910004,80.589996,159.089996,79.18,145.75,80.18,110.059998,1267.459961,100.349998,103.610001,34.32,60.639999,46.34,65.32,105.660004,162.110001,114.559998,109.190002,100.160004,128.699997,80.349998,43.470001,43.830002,140.059998,34.240002,15.78,35.400002,40.959999,95.949997,118.269997,6.27
2015-05-01,551.159973,78.989998,202.470001,205.210007,37.84,44.369999,76.400002,76.43,173.669998,48.66,29.129999,34.419998,50.41,34.169998,55.189999,63.610001,16.110001,53.759998,143.360001,57.740002,49.23,65.769997,77.68,91.25,197.529999,30.709999,110.519997,58.41,85.580002,81.169998,157.25,78.599998,145.389999,79.650002,109.550003,1260.430054,100.129997,103.349998,34.080002,59.860001,45.970001,64.660004,105.010002,160.360001,113.199997,108.470001,100.459999,128.949997,80.290001,43.66,43.830002,139.960007,34.220001,15.81,35.419998,40.91,95.559998,121.389999,6.31
2015-04-30,548.77002,78.769997,200.279999,252.130005,38.959999,43.619999,75.690002,76.059998,171.289993,48.639999,28.83,34.639999,50.439999,33.68,55.099998,63.259998,15.93,53.32,141.210007,56.290001,49.630001,66.050003,77.449997,90.209999,196.419998,30.50,108.720001,57.759998,84.410004,81.290001,155.520004,78.050003,143.050003,78.830002,106.980003,1237.810059,99.199997,101.800003,33.93,59.560001,46.150002,63.73,100.510002,157.910004,111.400002,106.870003,99.290001,125.150002,79.510002,43.48,43.82,139.020004,33.529999,15.80,35.060001,40.560001,95.120003,120.040001,6.33
2015-04-29,561.390015,80.470001,219.00,257.149994,38.490002,44.73,76.220001,76.650002,174.399994,49.060001,29.049999,34.759998,50.470001,34.740002,55.459999,63.599998,15.98,53.759998,142.410004,56.650002,50.169998,67.339996,77.160004,90.25,198.559998,30.809999,109.809998,58.34,85.449997,82.449997,157.860001,77.879997,144.460007,78.870003,108.709999,1248.51001,100.389999,102.739998,34.290001,59.68,46.790001,64.290001,102.32,160.979996,113.610001,108.010002,100.669998,128.639999,79.849998,43.549999,43.98,140.789993,33.48,16.02,35.509998,40.490002,94.379997,119.660004,6.37
2015-04-28,564.369995,80.68,219.190002,257.339996,42.27,44.50,76.540001,76.019997,173.919998,49.16,29.32,34.860001,50.549999,35.009998,55.41,62.759998,15.65,53.02,142.520004,56.799999,49.57,66.769997,77.489998,90.230003,197.490005,30.49,109.919998,59.00,84.980003,85.080002,157.889999,79.099998,146.610001,81.510002,110.580002,1242.119995,100.739998,103.949997,34.48,59.98,47.029999,64.540001,103.720001,162.490005,117.589996,110.379997,101.970001,130.559998,80.419998,44.630001,44.779999,142.059998,33.759998,16.059999,35.720001,40.77,94.419998,124.410004,6.43
2015-04-27,566.119995,81.910004,220.460007,260.290009,51.66,43.610001,76.389999,76.550003,170.729996,48.029999,28.889999,34.09,50.080002,35.060001,54.970001,62.34,15.56,52.799999,141.089996,57.00,49.48,67.099998,77.489998,89.75,196.520004,30.09,110.160004,58.880001,84.760002,84.900002,156.369995,79.370003,146.960007,81.379997,111.389999,1253.199951,100.580002,103.910004,34.59,57.099998,46.849998,65.160004,102.940002,162.380005,116.239998,106.919998,101.220001,132.649994,80.599998,44.939999,45.080002,140.660004,36.220001,15.90,35.779999,40.830002,94.489998,124.839996,6.42
2015-04-24,573.659973,81.529999,216.899994,260.950012,50.82,43.080002,75.18,76.540001,169.779999,47.869999,28.82,34.009998,50.029999,35.150002,54.700001,62.599998,15.64,52.900002,142.089996,56.990002,47.709999,67.480003,77.989998,90.720001,197.990005,30.120001,109.529999,59.639999,85.360001,84.57,155.259995,79.839996,148.119995,82.699997,113.699997,1233.089966,101.080002,104.279999,35.27,57.599998,46.59,65.800003,103.699997,167.910004,118.690002,108.82,101.580002,130.279999,81.00,44.700001,44.970001,141.210007,36.360001,15.77,35.59,40.889999,95.169998,123.720001,6.40
2015-04-23,557.460022,82.410004,212.279999,256.23999,51.41,43.389999,74.82,76.519997,170.240005,43.34,28.68,34.23,50.049999,34.82,54.860001,62.799999,15.69,53.220001,142.429993,56.75,46.110001,67.720001,78.150002,90.879997,199.309998,30.50,109.00,59.23,84.879997,82.279999,148.759995,79.18,147.300003,81.93,113.959999,1221.099976,100.459999,105.50,35.360001,57.509998,46.310001,66.00,105.209999,169.169998,118.260002,108.900002,100.879997,129.669998,80.949997,44.50,44.880001,141.029999,36.099998,15.76,35.919998,40.950001,95.730003,122.50,6.33
2015-04-22,549.179993,84.629997,213.369995,259.350006,51.73,43.549999,74.43,75.50,165.360001,42.990002,28.620001,32.860001,49.57,34.209999,54.669998,62.939999,15.74,53.099998,141.990005,56.580002,45.610001,68.010002,78.440002,91.199997,198.320007,30.459999,107.940002,58.759998,84.459999,82.050003,149.639999,78.43,146.979996,81.339996,112.989998,1212.900024,100.43,103.449997,34.93,57.689999,46.57,66.599998,104.18,169.100006,117.809998,107.949997,101.230003,128.619995,83.089996,44.060001,44.490002,141.660004,35.470001,15.91,37.16,41.310001,97.279999,122.190002,6.28
2015-04-21,542.919983,83.620003,212.850006,258.420013,51.32,43.419998,74.139999,74.620003,164.259995,42.639999,28.690001,32.66,49.169998,34.450001,54.279999,62.310001,15.50,52.48,141.139999,56.639999,45.599998,65.349998,77.279999,87.769997,196.839996,30.16,107.68,58.84,84.040001,82.419998,152.00,78.029999,147.339996,81.25,113.169998,1194.26001,100.300003,104.07,34.889999,57.66,47.240002,66.809998,105.199997,168.460007,119.279999,108.360001,101.410004,126.910004,83.080002,44.650002,44.98,141.330002,35.32,15.82,37.16,40.779999,96.779999,123.400002,6.23
2015-04-20,544.530029,83.089996,211.860001,258.519989,51.400002,43.32,72.32,73.919998,166.160004,42.91,28.48,32.830002,49.380001,34.25,54.360001,63.240002,15.57,53.200001,142.089996,57.509998,45.509998,64.720001,77.230003,87.330002,198.100006,30.120001,108.220001,58.470001,84.07,82.199997,150.869995,78.139999,146.309998,80.93,112.860001,1191.420044,100.209999,102.239998,35.009998,57.610001,47.099998,65.860001,100.660004,165.970001,118.580002,107.25,101.279999,127.599998,82.870003,44.23,44.630001,138.729996,35.009998,15.91,37.110001,40.66,96.50,122.599998,6.20
2015-04-17,532.73999,80.779999,207.869995,253.75,50.66,43.00,71.730003,73.150002,160.669998,41.619999,27.92,32.509998,48.900002,34.040001,54.049999,62.84,15.56,53.07,140.699997,57.43,44.860001,64.519997,77.32,86.93,197.350006,30.25,106.690002,58.419998,83.400002,81.900002,149.610001,77.879997,144.570007,80.019997,112.099998,1187.530029,99.580002,102.459999,35.040001,56.880001,47.290001,65.349998,101.379997,163.580002,118.709999,107.720001,100.389999,124.75,82.529999,44.369999,44.709999,138.429993,35.18,15.76,36.639999,40.299999,95.809998,123.709999,6.25
2015-04-16,543.52002,82.309998,206.899994,257.070007,52.029999,43.459999,72.900002,75.150002,163.130005,42.16,28.60,32.75,49.27,34.439999,54.810001,63.810001,15.79,54.02,142.100006,58.16,45.43,65.650002,80.910004,88.720001,200.210007,30.52,108.099998,59.669998,84.620003,84.059998,158.199997,79.239998,147.110001,81.919998,113.370003,1206.089966,99.790001,103.309998,35.189999,57.84,47.580002,63.68,103.339996,166.869995,121.599998,109.43,101.169998,126.169998,83.50,44.98,45.060001,138.979996,35.060001,15.94,37.080002,40.599998,96.449997,124.589996,6.32
2015-04-15,541.039978,82.709999,210.770004,257.190002,51.299999,43.990002,73.360001,76.029999,164.130005,42.259998,28.25,32.889999,49.389999,33.66,54.810001,64.209999,15.64,53.209999,142.710007,58.27,45.889999,65.68,79.75,89.25,201.100006,30.530001,106.980003,59.91,84.93,84.669998,159.020004,79.739998,149.070007,81.959999,113.449997,1200.949951,100.599998,103.220001,35.209999,58.450001,47.77,63.43,104.029999,165.470001,117.32,106.080002,101.730003,126.779999,83.510002,43.490002,43.400002,139.080002,34.610001,16.07,36.939999,40.400002,96.629997,124.599998,6.28
2015-04-14,539.780029,83.519997,213.910004,257.50,51.200001,42.73,73.360001,75.949997,162.300003,41.650002,27.809999,32.689999,49.18,33.279999,54.189999,63.040001,15.82,52.73,142.75,57.50,45.639999,65.529999,79.489998,89.120003,197.720001,30.450001,106.660004,58.98,84.400002,85.00,156.860001,80.150002,149.520004,83.059998,114.050003,1204.709961,100.519997,103.239998,35.029999,57.759998,48.200001,64.029999,102.209999,162.570007,119.919998,107.879997,102.110001,126.300003,83.599998,43.259998,42.939999,138.660004,34.189999,15.97,36.48,40.509998,96.489998,125.239998,6.25
2015-04-13,548.640015,83.010002,215.399994,263.160004,51.619999,43.080002,72.800003,76.019997,162.380005,41.759998,27.98,32.880001,49.040001,33.240002,54.59,62.07,15.80,52.66,143.460007,57.459999,45.27,65.610001,79.269997,88.25,195.580002,30.92,106.510002,58.779999,84.510002,84.279999,157.059998,80.290001,149.020004,82.959999,114.440002,1199.75,100.550003,102.339996,35.09,56.73,48.029999,63.950001,102.279999,162.490005,119.370003,107.690002,102.139999,126.849998,83.43,42.93,42.540001,137.559998,33.619999,15.87,36.400002,40.700001,95.529999,124.739998,6.26
2015-04-10,548.539978,82.040001,214.789993,265.350006,51.939999,43.509998,73.18,76.529999,162.860001,41.720001,28.040001,32.77,49.220001,32.82,54.32,61.700001,15.72,52.43,143.50,56.59,44.689999,66.339996,79.589996,88.57,195.639999,30.700001,106.949997,59.810001,85.489998,84.580002,160.809998,80.650002,149.639999,83.57,115.239998,1189.50,102.059998,103.580002,35.439999,57.25,48.23,64.639999,101.769997,163.380005,119.00,107.910004,102.540001,127.099998,83.349998,43.240002,42.869999,139.649994,34.66,16.030001,36.57,40.880001,96.199997,125.089996,6.35
2015-04-09,548.02002,82.169998,218.479996,256.140015,52.169998,43.200001,72.980003,76.330002,162.339996,41.48,27.629999,32.689999,49.009998,32.290001,54.189999,61.470001,15.71,52.130001,143.649994,56.290001,44.540001,66.440002,79.160004,89.059998,194.889999,30.60,106.769997,59.59,85.610001,86.139999,158.809998,80.839996,148.809998,83.290001,114.57,1186.00,101.330002,102.57,35.029999,57.43,47.720001,63.459999,101.160004,161.490005,118.550003,107.720001,102.370003,126.559998,82.889999,43.27,42.98,139.910004,34.080002,15.95,36.290001,41.049999,96.349998,125.919998,6.32
2015-04-08,548.840027,82.279999,212.839996,252.259995,52.299999,43.110001,72.93,75.440002,161.850006,41.419998,27.549999,32.650002,49.130001,31.99,54.00,61.049999,15.61,51.889999,143.279999,55.450001,43.77,66.50,78.690002,89.32,192.559998,30.17,106.360001,59.18,85.18,85.389999,157.25,81.029999,152.00,83.139999,115.589996,1192.25,100.160004,101.440002,34.639999,57.150002,47.41,63.52,99.870003,160.330002,118.190002,107.459999,102.93,125.599998,82.769997,43.240002,42.939999,139.940002,33.810001,15.98,36.110001,40.889999,96.029999,125.540001,6.36
2015-04-07,544.859985,82.32,203.869995,249.809998,52.869999,42.959999,72.949997,75.650002,162.070007,41.529999,27.389999,33.16,49.27,31.83,54.02,60.849998,15.46,51.52,143.059998,54.98,43.490002,65.800003,78.330002,87.919998,192.389999,29.77,105.43,58.32,85.309998,82.209999,155.149994,80.50,151.779999,82.610001,114.300003,1184.97998,100.099998,101.32,34.540001,57.43,47.259998,63.00,98.690002,157.279999,117.349998,106.790001,103.129997,126.010002,82.389999,43.360001,43.029999,139.720001,33.759998,15.90,35.73,41.009998,96.209999,126.660004,6.23
2015-04-06,543.950012,82.440002,203.600006,249.309998,50.84,42.959999,73.330002,76.230003,162.039993,41.549999,27.219999,33.330002,49.630001,31.52,54.080002,60.470001,15.51,51.619999,143.759995,55.419998,43.52,65.199997,79.629997,87.339996,192.050003,29.969999,105.629997,58.209999,85.279999,81.82,154.889999,80.989998,152.50,83.339996,114.949997,1185.01001,99.160004,100.25,34.48,57.18,47.009998,63.00,97.790001,155.279999,117.699997,107.830002,103.43,127.349998,83.040001,43.110001,42.779999,140.639999,33.91,16.00,36.66,41.169998,96.480003,126.660004,6.19
2015-04-02,541.309998,81.559998,208.509995,248.820007,50.419998,42.619999,72.760002,75.68,160.449997,40.290001,27.129999,33.130001,49.470001,31.25,54.369999,60.52,15.54,51.860001,143.559998,55.139999,43.150002,65.290001,79.699997,87.029999,191.550003,30.01,106.00,57.939999,85.00,82.279999,154.809998,80.730003,151.630005,82.669998,114.540001,1160.439941,99.639999,99.779999,34.380001,57.099998,46.709999,63.23,98.43,155.880005,117.360001,107.150002,102.709999,125.32,82.43,42.869999,42.490002,140.020004,32.970001,16.030001,36.50,40.68,95.690002,125.709999,6.04
2015-04-01,549.48999,81.669998,211.070007,248.320007,50.470001,42.939999,72.410004,75.07,159.179993,40.720001,27.25,32.889999,48.919998,30.83,53.939999,59.950001,15.41,51.619999,143.449997,54.810001,42.919998,65.18,78.93,86.739998,192.229996,29.93,105.440002,57.060001,82.800003,82.360001,151.809998,80.709999,150.240005,82.089996,113.129997,1149.599976,99.150002,99.860001,34.330002,56.860001,46.689999,63.560001,97.720001,157.100006,117.449997,106.870003,102.260002,124.25,82.32,41.959999,41.830002,138.479996,32.709999,15.91,36.740002,40.68,95.089996,123.489998,5.92
2015-03-31,554.700012,82.220001,208.399994,249.860001,50.080002,43.150002,72.169998,73.940002,160.50,40.66,27.530001,32.650002,48.630001,30.82,54.400002,60.580002,15.39,51.52,144.320007,54.790001,42.59,65.410004,78.120003,86.389999,187.970001,30.440001,104.889999,56.470001,84.440002,83.239998,149.880005,82.25,151.50,82.07,113.610001,1164.150024,100.599998,98.610001,34.790001,57.48,46.150002,64.50,98.129997,159.850006,118.290001,106.529999,103.209999,124.43,81.940002,41.759998,41.709999,139.889999,32.759998,16.139999,37.50,40.549999,95.620003,121.910004,5.76
2015-03-30,561.140015,83.199997,210.539993,255.190002,49.889999,43.439999,72.720001,73.599998,162.669998,40.959999,27.65,32.970001,49.119999,31.41,54.77,60.959999,15.52,51.639999,145.979996,54.68,43.189999,65.660004,78.050003,87.669998,191.020004,30.360001,106.120003,56.610001,85.300003,83.900002,149.270004,82.529999,152.369995,82.139999,114.629997,1149.829956,101.550003,101.309998,35.00,58.34,47.200001,65.760002,100.690002,164.309998,121.00,108.57,103.830002,126.370003,82.720001,42.959999,42.810001,142.550003,33.669998,16.16,37.68,40.509998,96.519997,123.550003,5.77
2015-03-27,557.549988,83.300003,207.330002,256.709991,50.009998,42.639999,72.540001,73.309998,160.399994,40.970001,27.129999,32.75,48.560001,31.24,54.119999,59.549999,15.31,51.00,143.889999,54.029999,43.119999,65.540001,77.970001,87.25,188.059998,30.23,105.480003,55.939999,85.110001,84.580002,147.279999,81.349998,150.470001,81.559998,113.860001,1135.189941,100.339996,100.400002,34.529999,57.75,47.02,65.260002,101.00,162.589996,118.010002,107.400002,102.50,123.25,82.309998,42.490002,42.509998,142.399994,33.459999,15.98,37.310001,40.080002,95.949997,122.550003,5.66
2015-03-26,563.640015,83.010002,205.440002,255.789993,49.919998,42.990002,71.75,72.970001,160.589996,41.209999,27.09,32.82,48.419998,31.07,54.50,59.540001,15.42,51.189999,143.029999,54.169998,43.130001,65.589996,78.480003,87.93,187.240005,29.780001,105.239998,55.91,84.730003,84.169998,147.75,81.889999,150.059998,80.440002,112.370003,1140.359985,100.139999,99.559998,34.16,57.599998,46.66,65.00,101.080002,160.550003,116.25,105.910004,101.989998,124.239998,82.150002,42.27,42.369999,143.110001,33.549999,16.01,37.349998,40.349998,95.629997,121.110001,5.67
2015-03-25,567.00,82.919998,207.740005,256.049988,49.50,42.93,72.110001,73.129997,159.199997,41.459999,27.459999,32.619999,48.73,31.700001,54.540001,59.610001,15.41,51.380001,143.559998,54.52,43.240002,65.730003,80.110001,87.370003,187.350006,29.209999,105.00,56.529999,85.169998,83.75,149.050003,81.32,151.089996,81.620003,113.68,1152.699951,100.339996,100.360001,34.299999,58.259998,47.349998,64.699997,99.860001,160.619995,116.540001,107.290001,102.730003,123.379997,83.010002,42.599998,42.720001,143.809998,33.91,16.18,37.380001,40.450001,95.260002,121.860001,5.78
2015-03-24,577.539978,85.309998,213.600006,264.160004,51.470001,43.709999,73.529999,75.449997,163.00,42.900002,28.00,33.07,49.41,31.23,55.349998,60.459999,15.61,51.939999,144.289993,55.369999,43.02,67.099998,81.370003,89.489998,191.279999,29.790001,107.110001,57.57,86.339996,83.629997,151.00,83.050003,153.139999,82.00,116.150002,1169.719971,101.959999,101.889999,34.52,58.630001,47.73,65.690002,101.410004,166.009995,118.120003,108.739998,104.489998,126.690002,83.919998,43.18,43.07,144.520004,34.029999,16.559999,37.849998,40.470001,95.860001,122.339996,5.94
2015-03-23,565.369995,84.43,216.779999,261.839996,48.459999,44.25,73.199997,76.349998,164.630005,42.860001,28.41,33.279999,49.639999,30.85,55.779999,61.139999,15.72,52.48,145.559998,55.830002,43.209999,67.080002,82.199997,89.330002,191.960007,29.91,108.220001,59.119999,87.080002,84.25,155.539993,83.309998,152.929993,81.230003,116.07,1181.180054,102.980003,102.360001,35.049999,58.73,48.369999,67.580002,100.260002,166.539993,119.040001,109.260002,104.559998,127.209999,84.860001,43.209999,43.290001,145.320007,34.509998,16.57,38.59,40.619999,95.849998,123.330002,5.98
2015-03-20,564.950012,83.800003,212.690002,264.25,48.439999,44.41,72.760002,77.360001,162.880005,42.880001,28.440001,33.23,49.560001,30.790001,56.009998,61.75,15.84,52.98,145.529999,55.939999,43.560001,67.410004,82.699997,89.82,193.130005,30.01,108.43,59.450001,87.889999,85.199997,157.869995,83.239998,152.589996,81.309998,117.489998,1179.170044,102.400002,101.68,34.25,58.580002,48.810001,67.760002,102.290001,170.100006,119.139999,108.629997,103.860001,125.900002,84.739998,43.00,43.240002,143.089996,34.360001,16.48,38.869999,40.650002,95.339996,122.849998,5.82
2015-03-19,563.669983,82.75,214.570007,260.579987,47.93,44.16,70.309998,77.139999,159.809998,42.290001,28.26,33.200001,49.299999,30.709999,55.509998,61.200001,15.61,52.380001,144.880005,55.650002,42.57,66.809998,81.540001,89.019997,189.970001,29.42,107.370003,58.75,86.830002,85.739998,155.610001,81.519997,151.309998,80.599998,115.160004,1176.319946,101.690002,99.870003,34.150002,58.209999,48.209999,68.32,101.440002,169.110001,120.760002,108.309998,103.339996,127.50,83.379997,42.310001,42.529999,140.100006,33.919998,16.34,38.650002,40.02,94.099998,121.449997,5.62
2015-03-18,566.159973,80.910004,210.949997,260.149994,47.200001,44.130001,70.970001,76.889999,159.809998,42.50,28.15,33.59,49.540001,30.93,56.169998,61.75,15.98,53.720001,146.00,56.419998,43.09,267.670013,81.860001,88.879997,192.320007,29.77,107.970001,58.990002,87.199997,84.589996,156.919998,82.529999,150.929993,81.059998,116.080002,1181.689941,101.459999,100.400002,34.380001,57.650002,48.740002,68.470001,100.279999,166.539993,119.959999,107.480003,103.489998,128.470001,83.75,43.630001,43.599998,140.080002,34.34,16.459999,38.50,40.599998,94.639999,122.760002,5.75
2015-03-17,557.609985,79.360001,203.270004,258.709991,46.93,42.869999,69.010002,79.660004,156.960007,41.700001,28.15,32.900002,48.950001,30.67,55.91,61.610001,16.09,53.84,144.75,55.799999,42.25,264.50,81.059998,87.970001,190.570007,30.90,106.959999,59.130001,85.760002,84.50,156.449997,82.620003,150.029999,81.029999,115.580002,1153.569946,99.889999,97.599998,34.169998,56.470001,47.23,67.620003,100.440002,163.070007,117.599998,105.400002,103.019997,127.040001,82.849998,42.59,42.52,136.960007,34.009998,16.389999,38.290001,40.509998,94.129997,121.00,5.64
2015-03-16,561.640015,78.07,205.300003,260.170013,46.43,43.41,69.480003,78.330002,157.080002,41.560001,28.299999,33.060001,49.27,30.57,55.73,61.849998,16.129999,53.689999,145.979996,55.93,41.75,269.019989,81.50,88.709999,191.899994,30.790001,107.370003,59.75,85.449997,84.00,158.380005,83.290001,149.990005,80.489998,116.50,1158.439941,101.059998,97.879997,34.439999,57.119999,46.970001,68.029999,101.300003,163.029999,118.519997,106.07,104.389999,124.949997,83.559998,42.84,42.689999,137.520004,34.43,16.49,38.580002,40.290001,95.449997,122.309998,5.58
2015-03-13,553.00,78.050003,204.449997,259.119995,46.66,42.380001,68.080002,77.620003,154.279999,41.380001,27.940001,32.759998,48.84,30.90,55.34,61.00,16.09,53.540001,143.970001,55.299999,41.549999,265.029999,80.599998,87.75,189.339996,30.34,106.440002,59.049999,84.089996,81.860001,154.970001,81.900002,149.279999,79.18,114.82,1157.77002,99.209999,97.040001,34.00,56.200001,46.369999,66.870003,99.610001,154.259995,115.25,104.089996,103.260002,123.589996,81.830002,42.029999,42.060001,136.169998,34.09,16.200001,38.049999,39.91,94.32,120.709999,5.57
2015-03-12,561.169983,78.93,203.389999,266.420013,47.07,41.619999,68.089996,77.400002,157.979996,41.02,28.24,33.130001,48.73,31.129999,55.59,61.369999,16.09,54.080002,145.669998,55.599998,41.970001,269.579987,81.559998,89.25,189.949997,31.049999,107.169998,59.330002,84.57,81.919998,156.630005,81.900002,149.440002,79.300003,116.099998,1186.599976,99.830002,97.040001,34.00,56.169998,46.369999,66.650002,99.93,154.25,114.879997,102.120003,102.959999,124.449997,82.089996,42.099998,42.099998,137.529999,34.299999,16.17,38.43,40.57,95.709999,122.93,5.72
2015-03-11,555.690002,77.57,204.380005,264.950012,46.27,41.470001,67.190002,76.010002,156.800003,41.98,28.26,32.619999,47.68,30.030001,53.700001,60.240002,16.110001,52.330002,143.440002,54.720001,42.049999,264.75,79.449997,86.970001,184.179993,30.68,102.889999,58.060001,82.940002,81.989998,152.639999,80.690002,147.399994,77.779999,113.07,1177.550049,98.32,96.199997,33.630001,56.060001,45.630001,65.599998,98.970001,152.699997,112.720001,100.040001,101.559998,122.239998,81.389999,41.849998,42.080002,134.00,33.380001,15.75,37.779999,40.099998,93.629997,121.43,5.81
2015-03-10,559.849976,77.550003,210.389999,265.00,45.84,41.82,66.910004,76.010002,157.809998,42.029999,28.66,32.779999,47.509998,29.98,53.290001,59.959999,15.79,51.23,143.190002,54.419998,42.349998,265.200012,79.110001,88.839996,182.710007,30.309999,103.089996,58.700001,83.379997,82.970001,154.699997,82.07,148.160004,77.669998,112.559998,1191.089966,99.529999,96.199997,33.779999,56.580002,46.029999,65.529999,98.830002,153.580002,112.459999,100.160004,101.529999,124.510002,81.540001,41.709999,42.130001,133.690002,33.32,15.72,37.549999,40.689999,94.43,119.690002,5.73
2015-03-09,574.099976,79.440002,211.619995,267.209991,47.59,42.689999,68.480003,77.93,160.770004,42.849998,29.360001,33.349998,48.23,30.74,54.669998,61.50,16.17,52.950001,146.130005,56.110001,42.950001,271.420013,80.510002,91.120003,187.929993,30.98,105.260002,60.57,85.199997,82.529999,159.729996,82.879997,150.679993,78.57,115.25,1217.00,100.660004,97.989998,34.029999,57.259998,47.060001,66.360001,101.370003,155.009995,114.900002,101.529999,102.50,127.139999,83.089996,42.57,42.73,135.389999,33.459999,16.030001,37.66,41.389999,96.040001,124.029999,5.85
2015-03-06,572.900024,80.010002,213.309998,264.630005,46.75,42.380001,68.480003,77.550003,158.50,42.360001,28.93,33.48,48.290001,31.190001,54.59,60.889999,16.219999,53.060001,145.279999,56.00,42.810001,269.339996,80.309998,90.790001,186.910004,31.040001,103.82,60.369999,84.120003,84.400002,159.020004,82.589996,149.539993,77.209999,114.449997,1215.98999,100.110001,97.459999,33.970001,56.84,46.73,65.120003,101.809998,154.880005,112.879997,100.669998,101.900002,126.599998,82.660004,42.790001,43.02,134.889999,33.52,15.93,36.84,41.52,96.169998,124.800003,5.98
2015-03-05,581.429993,81.209999,214.229996,268.339996,47.349998,43.799999,69.980003,78.620003,161.179993,43.110001,29.299999,34.00,48.919998,31.620001,54.84,62.00,16.00,53.560001,146.059998,55.610001,43.59,274.130005,81.150002,92.809998,190.080002,30.209999,105.029999,60.330002,83.260002,86.099998,157.839996,83.57,151.169998,78.199997,115.910004,1231.900024,102.519997,98.949997,34.470001,57.98,47.599998,66.050003,103.419998,159.600006,114.790001,102.089996,103.360001,126.410004,84.629997,43.939999,44.279999,134.899994,33.240002,16.110001,37.610001,42.400002,97.230003,127.690002,6.14
2015-03-04,578.330017,80.900002,207.690002,265.230011,47.57,43.610001,69.879997,77.629997,159.419998,43.060001,29.33,34.00,49.07,31.389999,54.82,62.130001,15.84,53.669998,144.919998,55.380001,43.759998,273.75,80.629997,91.709999,189.669998,29.870001,105.57,60.43,83.080002,85.489998,157.490005,82.580002,147.169998,77.720001,114.760002,1225.670044,101.650002,99.040001,34.639999,57.880001,47.82,65.669998,103.059998,159.190002,113.82,101.75,103.080002,128.539993,84.349998,43.459999,43.720001,135.520004,33.080002,16.030001,37.57,42.50,97.360001,126.32,6.16
2015-03-03,578.789978,79.599998,206.339996,265.540009,47.709999,43.380001,70.410004,78.989998,161.029999,43.279999,29.540001,34.41,49.549999,31.43,55.450001,61.970001,16.040001,53.73,145.929993,55.580002,44.810001,275.299988,81.910004,90.970001,191.270004,29.950001,106.349998,59.959999,83.160004,81.580002,156.740005,83.370003,147.369995,78.00,116.07,1242.030029,102.339996,99.059998,34.560001,58.34,47.709999,61.919998,102.790001,158.559998,112.860001,99.790001,103.449997,129.360001,85.160004,43.639999,44.049999,135.399994,33.25,16.17,37.799999,42.950001,98.400002,126.269997,6.31
